c Parsing PB file...
c Converting 673 PB-constraints to clauses...
c   -- Unit propagations: (none)
c   -- Detecting intervals from adjacent constraints: ################################################################
c   -- Clauses(.)/Splits(s): .................................................................................................................................................................
c ---[ 671]---> BDD-cost:    1
c ---[ 669]---> BDD-cost:    1
c ---[ 667]---> BDD-cost:    1
c ---[ 665]---> BDD-cost:    1
c ---[ 663]---> BDD-cost:    1
c ---[ 661]---> BDD-cost:    1
c ---[ 659]---> BDD-cost:    1
c ---[ 657]---> BDD-cost:    1
c ---[ 655]---> BDD-cost:    1
c ---[ 653]---> BDD-cost:    1
c ---[ 651]---> BDD-cost:    1
c ---[ 649]---> BDD-cost:    1
c ---[ 647]---> BDD-cost:    1
c ---[ 645]---> BDD-cost:    1
c ---[ 643]---> BDD-cost:    1
c ---[ 641]---> BDD-cost:    1
c ---[ 639]---> BDD-cost:    1
c ---[ 637]---> BDD-cost:    1
c ---[ 635]---> BDD-cost:    1
c ---[ 633]---> BDD-cost:    1
c ---[ 631]---> BDD-cost:    1
c ---[ 629]---> BDD-cost:    1
c ---[ 627]---> BDD-cost:    1
c ---[ 625]---> BDD-cost:    1
c ---[ 623]---> BDD-cost:    1
c ---[ 621]---> BDD-cost:    1
c ---[ 619]---> BDD-cost:    1
c ---[ 617]---> BDD-cost:    1
c ---[ 615]---> BDD-cost:    1
c ---[ 613]---> BDD-cost:    1
c ---[ 611]---> BDD-cost:    1
c ---[ 609]---> BDD-cost:    1
c ---[ 339]---> Sorter-cost:  972     Base: 2 2 3
c ---[ 338]---> Adder-cost: 91   maxlim: 113   bits: 8/7
c ---[ 337]---> Adder-cost: 49   maxlim: 82   bits: 8/7
c ---[ 336]---> Sorter-cost: 1079     Base: 2 3 2
c ---[ 335]---> Sorter-cost:  726     Base: 2 3 2
c ---[ 334]---> Sorter-cost: 1161     Base: 3 3 17
c ---[ 333]---> Sorter-cost:  906     Base: 3 3
c ---[ 332]---> Adder-cost: 116   maxlim: 131   bits: 9/8
c ---[ 331]---> Sorter-cost: 1394     Base: 3 3
c ---[ 330]---> Adder-cost: 114   maxlim: 126   bits: 8/7
c ---[ 329]---> Adder-cost: 69   maxlim: 89   bits: 8/7
c ---[ 328]---> Sorter-cost: 1028     Base: 2 3 2
c ---[ 327]---> Sorter-cost:  946     Base: 2 3 11
c ---[ 326]---> Adder-cost: 98   maxlim: 122   bits: 8/7
c ---[ 325]---> Sorter-cost: 1186     Base: 3 2 2
c ---[ 324]---> Sorter-cost: 1185     Base: 2 2 2 17
c ---[ 323]---> Sorter-cost: 1151     Base: 2 2 3
c ---[ 322]---> Sorter-cost: 1299     Base: 3 3 13
c ---[ 321]---> Sorter-cost:  756     Base: 3 3 5
c ---[ 320]---> Sorter-cost: 1307     Base: 3 3 17
c ---[ 319]---> Sorter-cost: 1091     Base: 3 3
c ---[ 318]---> Adder-cost: 97   maxlim: 118   bits: 8/7
c ---[ 317]---> Adder-cost: 58   maxlim: 129   bits: 9/8
c ---[ 316]---> Adder-cost: 93   maxlim: 112   bits: 8/7
c ---[ 315]---> Adder-cost: 71   maxlim: 115   bits: 8/7
c ---[ 314]---> Adder-cost: 87   maxlim: 87   bits: 8/7
c ---[ 313]---> Sorter-cost: 1081     Base: 2 2 2 17
c ---[ 312]---> Adder-cost: 106   maxlim: 105   bits: 8/7
c ---[ 311]---> Sorter-cost: 1296     Base: 2 2 3
c ---[ 310]---> Sorter-cost: 1265     Base: 2 2 3
c ---[ 309]---> Sorter-cost:  971     Base: 2 3 2 13
c ---[ 308]---> Sorter-cost: 1086     Base: 2 2 2 17
c ---[ 307]---> Sorter-cost:  815     Base: 2 2 2
c ---[ 306]---> Sorter-cost: 1135     Base: 2 3 11
c ---[ 305]---> Sorter-cost:  828     Base: 2 3 2
c ---[ 304]---> Sorter-cost: 1222     Base: 2 5 7
c ---[ 303]---> Sorter-cost:  758     Base: 2 5
c ---[ 302]---> Sorter-cost: 1429     Base: 2 3 2
c ---[ 301]---> Sorter-cost: 1033     Base: 2 3 2
c ---[ 300]---> Sorter-cost: 1022     Base: 2 2 2 11
c ---[ 299]---> Sorter-cost:  825     Base: 2 2 2
